id,predicted_price
2591820310,374748.47
7974200820,872936.1
7701450110,1126108.6
9522300010,1932073.5
9510861140,738734.56
1761300310,254430.97
7732410120,792621.4
7010701383,591142.44
291310170,445749.62
4232901990,542487.06
6840701125,606528.6
3971700580,378052.72
4202400078,246475.02
6064800090,352972.4
2626119028,244792.61
3303980660,1004320.06
862000020,690248.25
2386000070,985750.8
1138000450,379861.53
1775800420,443664.72
2291401425,427319.7
2025770560,930668.94
3525069037,765526.75
9324800450,571012.4
8080400136,495293.3
8651540040,522460.97
9407001790,258963.94
1773101530,231788.58
9432900250,337874.4
1794500695,593070.25
2220069003,368806.94
923000120,459032.56
5728000060,530810.0
16000200,238174.05
1926059094,446860.53
6672900220,938034.5
3629860060,866617.2
1822069109,404058.34
6675500105,368450.12
249000180,1934433.5
226059065,460837.06
396100110,289117.16
9264450460,329958.47
7853361210,384408.5
9474700020,261589.84
421000455,227003.16
3755200220,423465.7
7960100075,440822.1
9477100490,371288.94
9138100350,771748.7
1624049275,488190.53
2770606890,496404.56
1157200189,421345.97
2770601800,520749.75
9301300805,515580.88
2325069032,1116756.0
1021079099,332676.44
7215730040,755312.56
1853200080,480913.4
3224600340,707080.8
3222049120,438933.1
2113700025,275589.53
7893207925,212455.16
3586501085,579167.7
8024200010,383220.38
7116500705,181398.77
1598600209,303882.34
7204200025,847283.44
4206901505,557713.06
2937300440,860441.56
7205000180,319210.7
8718500665,374223.8
5318101765,847682.7
4122700020,953879.2
8078700020,512192.47
3303980680,954903.2
8924100372,1106792.8
2781270210,217752.22
519000043,529377.8
3225069301,1481222.2
151000075,747357.75
2297400020,441103.44
6617500085,666180.25
104510180,239259.06
3528900060,968528.3
3345100286,522334.4
1226039130,438822.16
8712100720,753126.7
3037200010,397048.1
3626039268,422270.78
104510230,241370.73
5112800060,407531.62
6072400280,647960.8
5317100570,1163681.5
9528102993,517378.7
2919201095,475637.53
6181400920,262732.9
185000161,253055.03
8691400010,755396.1
3345700165,524679.94
6151800486,227509.66
4340000080,1353137.2
4136960010,569043.94
3634100030,332342.2
1624059224,1067444.9
2788400090,256620.52
9828200762,460722.8
7524400250,526292.06
3528000290,731903.7
5700003630,2294880.0
2720069019,276022.72
7227501170,230501.44
2397101270,548767.06
6792100090,715606.7
2770602265,512915.9
3971700937,285013.44
422049203,220691.03
3076500830,319995.84
1423400260,295359.25
9161100795,439353.56
3126049052,478384.75
5100401468,388497.9
514500235,441008.38
1423200170,201392.22
1402100070,373826.1
624110020,780661.2
2407000145,191749.61
1890000225,817200.3
1320069271,308034.4
5490700085,355934.25
263000155,499594.66
3726800201,400737.3
5153200358,314819.72
2725079018,817286.9
7165700200,269285.84
9429000170,547007.3
8718500075,376335.4
1760650950,296187.7
1068000559,1236414.6
4113800500,643703.6
4077800507,511057.06
2725069150,744328.3
4008400035,698867.7
7016310270,394030.0
1432701230,224067.25
3278606050,355053.78
2473350710,390949.06
2185000685,167367.33
7792000025,397497.44
6868200029,498325.1
624069003,705459.56
7431500280,865788.6
3296000040,556911.56
1118001215,1602321.0
6453900040,712075.56
333100209,732687.25
34001765,574888.06
8946700100,396719.94
5561401210,569518.44
6671900095,370011.44
3275850020,704328.2
3876300600,418911.94
1450900020,271857.94
8562780280,310708.9
7663700973,314890.56
2126049032,376933.1
1823059159,150556.89
3438503426,260757.19
9297301495,525675.6
7140700850,401903.5
7942601805,706324.6
2555900030,364314.88
2887970040,259416.78
7419700010,657100.44
2239000011,381984.16
9283800050,332343.16
9407001340,276507.5
217500140,547529.75
7212660520,249793.14
3298201170,364697.28
3057000400,289966.25
6865200444,477820.72
6071600340,514128.47
6821600005,688898.1
1235100371,820857.4
7796450340,355766.6
3603000410,182568.86
9297300255,528518.75
9126100850,555697.75
2770601462,492457.9
2599001500,218068.92
1102000095,741973.94
1853080640,931371.25
9551201585,1036099.9
3438500796,320035.8
7518504291,539203.0
9269200340,415035.97
715010130,1482024.8
1982201485,617277.44
9526500080,383626.97
9277200180,455801.88
6669150280,291666.1
8917100153,579436.75
3760500516,1091295.4
2725069050,972230.06
3332000091,302697.9
8562770080,581902.7
8151601190,240660.73
8563040160,615501.0
240000269,663264.8
4307350200,305732.88
1311910300,263875.72
3574900030,497044.56
7853230570,404083.78
320069049,380083.66
9839301060,634499.2
7011201333,599193.1
2781320100,291156.4
3421069120,424929.34
7852030320,454426.4
5316101075,2154079.0
5309100750,564482.6
629000730,700102.5
511700170,301978.22
1562100030,557817.3
2489200230,566500.7
524069116,499028.47
5315100737,951027.06
1868900675,897424.94
1608000120,352048.56
705700240,350219.2
7575600610,260049.9
1778500015,680304.25
5423500240,195814.45
6713700025,350543.66
2734100734,317441.72
301402280,217397.61
2113700205,274372.44
4114601570,2965791.0
3332000615,287080.4
3630050180,337427.16
6852700520,480565.44
6870310010,609820.1
6163900981,332694.2
393000142,383717.0
1771100130,347960.03
1442860160,390609.94
9191200435,583347.4
6788200800,897264.94
1115300070,635294.8
3176600105,770012.94
2770604665,566158.8
5469500580,422271.6
5680000545,521721.56
3424089119,529441.94
1328300180,330787.75
1773100922,360760.3
4123830480,327559.34
9808610190,1083668.5
4250200140,279453.6
4217402115,3062662.0
3831250350,389153.16
2397101055,741697.3
6817850110,825440.3
7526800200,651859.4
7853370100,652872.8
2523089025,854582.1
9476200680,274546.5
5714200140,405989.25
3575304895,529115.4
263000018,418869.6
8080400177,505483.25
6450304130,351186.78
514500090,551961.44
9477000300,418653.94
853600310,1452178.0
1951600240,207680.92
1099900120,327304.22
5323100120,530953.3
1223089016,418501.03
522059172,241118.12
1930300190,706867.75
9542840410,298928.66
8665050530,509507.1
5592900205,377093.8
5450300010,591246.2
2459960030,324861.8
3331500455,535943.44
3432500705,409805.72
3702900165,284238.47
5249803550,578004.56
626049058,402962.75
1788900380,183109.4
8075400360,232567.33
9113200250,753148.94
2738640040,659849.06
7821200307,511189.16
3530440140,244978.5
3582700130,435342.88
9276200569,710375.8
7197800020,569058.06
686200490,543337.75
3501600100,365694.4
6383000690,602157.06
7604400150,346141.3
5249801411,840990.5
2607720420,434393.16
9561100010,390207.1
1796370590,252381.16
4077800593,356991.5
854000165,250145.95
5536100010,727599.25
4188000670,820726.7
31000165,1432261.0
662350050,931153.7
4137000280,274709.7
6169901130,978868.1
1953400510,253631.02
7518506716,1060551.9
1552520010,357587.1
7955080270,308385.66
9212900100,496439.6
3438500798,337741.38
7899800890,220040.17
4319200605,451127.88
1329300480,380323.7
8935100100,830417.75
5016001260,427560.22
4337600280,288687.06
1446401220,172498.45
7135521530,673059.8
6888900115,274488.38
2413301070,298385.22
345700040,263355.06
5566100145,438153.5
7634800070,360540.88
